,0,1,Match,prediction
1515,coalition of 100 black women,national coalition of 100 black women,1,1
1516,coalition of 100 black women,campaign for tobacco-free kids,0,0
1517,coalition of 100 black women,dell computers corp,0,0
1518,coalition of 100 black women,dell computer corp,0,0
1519,coalition of 100 black women,pfizer inc,0,0
1520,coalition of 100 black women,natl automatic merchandising assoc,0,0
1521,coalition of 100 black women,lutherans concerned,0,0
1522,coalition of 100 black women,cadwalader wickersham & taft llp,0,0
1523,coalition of 100 black women,naral pro-choice oreogn,0,0
1524,coalition of 100 black women,william morris agency inc,0,0
1525,pifizer inc,vietnam veterans of america,0,0
1526,pifizer inc,american family association inc,0,0
1527,pifizer inc,the san francisco aids foundation,0,0
1528,pifizer inc,americans united for separation of church & state,0,0
1529,pifizer inc,"planned parenthood,",0,0
1530,pifizer inc,american federation of state county and municipal employees,0,0
1531,pifizer inc,winstar communications llc,0,0
1532,pifizer inc,JPMORGAN CHASE BANK NA,0,0
1533,pifizer inc,planned parenthood federation of america,0,0
1534,pifizer inc,common cause,0,0
1535,pifizer inc,lutherans concerned north america,0,0
1536,pifizer inc,aphilip randolph institute,0,0
1537,pifizer inc,council of state government,0,0
1538,pifizer inc,california bankers association,0,0
1539,pifizer inc,public affairs council,0,0
1540,pifizer inc,NATIONAL EDUCATION ASSOCIATION,0,0
1541,pifizer inc,san francisco aids foundation,0,0
1542,pifizer inc,"american ethicare, inc",0,0
1543,pifizer inc,pepsi bottling group inc,0,0
1544,pifizer inc,califoria teachers association,0,0
1545,pifizer inc,agua claiente band of cahuilla indians,0,0
1546,pifizer inc,agua caliente band of cahuilla indians,0,0
1547,pifizer inc,planned parenthood federation of america inc,0,0
1548,pifizer inc,sheet metal workers international assoc pal,0,0
1549,pifizer inc,coalition of 100 black women,0,0
1550,pifizer inc,pifizer inc,1,1
1551,pifizer inc,national education association,0,0
1552,pifizer inc,national association for the advancement of colored people legal defense and educational fund inc,0,0
1553,pifizer inc,sheet metal workers international association,0,0
1554,pifizer inc,california teachers assoc,0,0
1555,pifizer inc,national association of independent insurance,0,0
1556,pifizer inc,trout unlimited bellevue-issaquah chapte,0,0
1557,pifizer inc,the augusta chronicle,0,0
1558,pifizer inc,national association of independent insurers,0,0
1559,pifizer inc,california bankers assoc,0,0
1560,pifizer inc,american consulting engineers council,0,0
1561,pifizer inc,cadwalader wickersham  taft,0,0
1562,pifizer inc,NATIONAL ASSOCIATION OF SOCIAL WORKERS,0,0
1563,pifizer inc,american civil liberties union,0,0
1564,pifizer inc,vietnam veterns of america,0,0
1565,pifizer inc,georgia real estate investors association inc,0,0
1566,pifizer inc,campaign for tobacco free kids,0,0
1567,pifizer inc,att services inc,0,0
1568,pifizer inc,"the pepsi bottling group, inc",0,0
1569,pifizer inc,national association for the advancement of colored people,0,0
1570,pifizer inc,american consulting engineers coun,0,0
1571,pifizer inc,naral pro choice oregon,0,0
1572,pifizer inc,augusta chronicle,0,0
1573,pifizer inc,winstar communications inc,0,0
1574,pifizer inc,national association of chairug stores,0,0
1575,pifizer inc,at&t services inc,0,0
1576,pifizer inc,national coalition of 100 black women,0,0
1577,pifizer inc,campaign for tobacco-free kids,0,0
1578,pifizer inc,dell computers corp,0,0
1579,pifizer inc,dell computer corp,0,0
1580,pifizer inc,pfizer inc,1,1
1581,pifizer inc,natl automatic merchandising assoc,0,0
1582,pifizer inc,lutherans concerned,0,0
1583,pifizer inc,cadwalader wickersham & taft llp,0,0
1584,pifizer inc,naral pro-choice oreogn,0,0
1585,pifizer inc,william morris agency inc,0,0
1586,national education association,vietnam veterans of america,0,0
1587,national education association,american family association inc,0,0
1588,national education association,the san francisco aids foundation,0,0
1589,national education association,americans united for separation of church & state,0,0
1590,national education association,"planned parenthood,",0,0
1591,national education association,american federation of state county and municipal employees,0,0
1592,national education association,winstar communications llc,0,0
1593,national education association,JPMORGAN CHASE BANK NA,0,0
1594,national education association,planned parenthood federation of america,0,0
1595,national education association,common cause,0,0
1596,national education association,lutherans concerned north america,0,0
1597,national education association,aphilip randolph institute,0,0
1598,national education association,council of state government,0,0
1599,national education association,california bankers association,0,1
1600,national education association,public affairs council,0,0
1601,national education association,NATIONAL EDUCATION ASSOCIATION,1,0
1602,national education association,san francisco aids foundation,0,0
1603,national education association,"american ethicare, inc",0,0
1604,national education association,pepsi bottling group inc,0,0
1605,national education association,califoria teachers association,0,1
1606,national education association,agua claiente band of cahuilla indians,0,0
1607,national education association,agua caliente band of cahuilla indians,0,0
1608,national education association,planned parenthood federation of america inc,0,0
1609,national education association,sheet metal workers international assoc pal,0,0
1610,national education association,coalition of 100 black women,0,0
1611,national education association,pifizer inc,0,0
1612,national education association,national education association,1,1
1613,national education association,national association for the advancement of colored people legal defense and educational fund inc,0,0
1614,national education association,sheet metal workers international association,0,0
1615,national education association,california teachers assoc,0,0
1616,national education association,national association of independent insurance,0,0
1617,national education association,trout unlimited bellevue-issaquah chapte,0,0
1618,national education association,the augusta chronicle,0,0
1619,national education association,national association of independent insurers,0,0
1620,national education association,california bankers assoc,0,0
1621,national education association,american consulting engineers council,0,0
1622,national education association,cadwalader wickersham  taft,0,0
1623,national education association,NATIONAL ASSOCIATION OF SOCIAL WORKERS,0,0
1624,national education association,american civil liberties union,0,0
1625,national education association,vietnam veterns of america,0,0
1626,national education association,georgia real estate investors association inc,0,0
1627,national education association,campaign for tobacco free kids,0,0
1628,national education association,att services inc,0,0
1629,national education association,"the pepsi bottling group, inc",0,0
1630,national education association,national association for the advancement of colored people,0,0
1631,national education association,american consulting engineers coun,0,0
1632,national education association,naral pro choice oregon,0,0
1633,national education association,augusta chronicle,0,0
1634,national education association,winstar communications inc,0,0
1635,national education association,national association of chairug stores,0,0
1636,national education association,at&t services inc,0,0
1637,national education association,national coalition of 100 black women,0,0
1638,national education association,campaign for tobacco-free kids,0,0
1639,national education association,dell computers corp,0,0
1640,national education association,dell computer corp,0,0
1641,national education association,pfizer inc,0,0
1642,national education association,natl automatic merchandising assoc,0,0
1643,national education association,lutherans concerned,0,0
1644,national education association,cadwalader wickersham & taft llp,0,0
1645,national education association,naral pro-choice oreogn,0,0
1646,national education association,william morris agency inc,0,0
1647,national association for the advancement of colored people legal defense and educational fund inc,vietnam veterans of america,0,1
1648,national association for the advancement of colored people legal defense and educational fund inc,american family association inc,0,0
1649,national association for the advancement of colored people legal defense and educational fund inc,the san francisco aids foundation,0,0
1650,national association for the advancement of colored people legal defense and educational fund inc,americans united for separation of church & state,0,0
1651,national association for the advancement of colored people legal defense and educational fund inc,"planned parenthood,",0,0
1652,national association for the advancement of colored people legal defense and educational fund inc,american federation of state county and municipal employees,0,0
